,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,Product Description,State,Review,Helpful,Date
70394,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Children will like these,Shelley BG,5.0,United Kingdom,,Verified Purchase,Children size. Not suitable for adult hands,0,2020-01-12
70399,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Great for kids,Mr. M. Lodge,5.0,United Kingdom,,Verified Purchase,Bought for 5 yo grandson. Easy to hold and manoeuvre. He likes them,0,2020-03-24
70411,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Cutlery for child having difficulty using standard cutlery,Amazon Customer,5.0,United Kingdom,,Verified Purchase,Just right for what we needed.,0,2020-01-11
70414,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Great support aid for dcd/dyspraxia,Amazon Customer,5.0,United Kingdom,,Verified Purchase,Brought for my son when he was diagnosed with dcd/dyspraxia which explained why at 7 years old he couldn't cut his dinner. These have helped him massively and he was so happy and excited to be able to cut things himself at dinner time.,0,2020-02-22
70422,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Supports independence,Izzy,4.0,United Kingdom,,Verified Purchase,My son who has special needs really loves these cutlery as he can eat confidently in and outside of the home without worrying about how to hold normal cutlery properly.,0,2020-01-15
70464,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Easy grip,Amanda redmond,5.0,United Kingdom,,Verified Purchase,Really helped both my autistic children who have issue with grip,0,2020-02-09
70515,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,Easy to use!,John Adams,5.0,United Kingdom,,Verified Purchase,They are exactly what we needed to help our son who has co-ordination and grip issues...... :-),0,2020-03-15
70557,"NRS Healthcare M80282 Kura Care Easy Grip Children's Cutlery Set, Multi-Colour",4.7,1165,10.99,ok,Mr Peter Blackman,4.0,United Kingdom,,Verified Purchase,Ok,0,2020-03-05
71006,"Oxbow Animal Health Critical Care, Herbivore, Apple-Banana Flavor, 141 Gram Bag",4.8,1918,nan,Brilliant product!,House of Fraser,5.0,United Kingdom,Size Name: 141 g (Pack of 1)Colour Name: Multi-colored,Verified Purchase,Helped my bun through his neutering recovery. Highly recommend keeping some of this on standby for your small herbivores.,0,2020-02-02
71012,"Oxbow Animal Health Critical Care, Herbivore, Apple-Banana Flavor, 141 Gram Bag",4.8,1918,nan,My bunnies love it!,Amazon Customer,5.0,United Kingdom,Size Name: 141 g (Pack of 1)Colour Name: Multi-colored,Verified Purchase,"This was the only critical care my bunnies would take, they really enjoyed it, which made it easier for feeding when they weren’t able to feed themselves and get them back to good health :)",0,2020-02-20
71016,"Oxbow Animal Health Critical Care, Herbivore, Apple-Banana Flavor, 141 Gram Bag",4.8,1918,nan,Product to arrive on time,Amazon Customer,5.0,United Kingdom,Size Name: 141 g (Pack of 1)Colour Name: Multi-colored,Verified Purchase,This did not come next day when I needed it.,0,2020-03-03
71465,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,really help with pain,Amazon Customer,5.0,United Kingdom,,Verified Purchase,have arthritis in both knees started taking these with my painkillers and I can say pain has eased immensely will be buying again,14,2020-02-27
71491,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,Strange,Tantan,3.0,United Kingdom,,Verified Purchase,"Seems to be working,  but still early days.The odd thing is, you take one of each colour every day and yet I have more yellow ones than red ones???? I have not forgotten to take the yellow ones,  so it appears to be a product problem?",1,2020-02-14
71513,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,"If you are in chronic pain , these wont do.",Amazon Customer,4.0,United Kingdom,,Verified Purchase,"If you are in chronic pain with arthritis these are not any good, sorry!!, whether they are good for less intense pain I cannot comment about, but others seem to think they are good.",0,2020-03-29
71577,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,Too Early to say if it works,Melaine,3.0,United Kingdom,,Verified Purchase,"I've only been taking them for a few days, so don't expect anything to happen just yet.",0,2020-03-29
71605,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,Good,michelle,5.0,United Kingdom,,Verified Purchase,These were good but I just could not afford the cost each month,0,2020-01-01
71617,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,Really help joint pain.,Diane Myers,4.0,United Kingdom,,Verified Purchase,Take these religiously every day. On my third day will order again.,0,2020-03-08
71618,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,Ok,Chelle,5.0,United Kingdom,,Verified Purchase,Ok,0,2020-03-15
71650,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,Great,Dale,5.0,United Kingdom,,Verified Purchase,Fantastic,0,2020-02-10
71652,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,Easy to swallow,Kindle Customer oo,5.0,United Kingdom,,Verified Purchase,Great,0,2020-03-22
71656,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,Good buy,Anita king,5.0,United Kingdom,,Verified Purchase,Good buy saved money on these,0,2020-01-02
71657,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,Will buy if it is reduce for returning customers.,Amazon Customer,4.0,United Kingdom,,Verified Purchase,Value for money hopefully it remains same or less for those returning to purchase.,0,2020-01-17
71660,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,Good product,paul broadbent,5.0,United Kingdom,,Verified Purchase,Very good product!,0,2020-01-15
71661,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,Good value & they work!,Vice captain cave,5.0,United Kingdom,,,The pain in my legs & lower back is noticibly reduced. I would highly recomend this product. Great price on amazon.,0,2020-02-29
71675,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,".wish I had tested this out months ago,,it would have saved a lot of sleepless nights...",myfanwy jones,5.0,United Kingdom,,Verified Purchase,Brilliant!Immediate relief from pain connected with arthritus....,1,2020-03-04
71689,"Seven Seas JointCare Supplex & Turmeric, With Glucosamine, Omega-3, Vitamin C and D, Manganese, Food Supplements, 30-Day Pack",4.,3077,nan,Healthcare,Mrs H Johns-Whitburn,5.0,United Kingdom,,Verified Purchase,Excellent,0,2020-01-25
71697,"Alexandra | Men's | Healthcare Tunic | Ideal for Nurses, Care Home and Private Health Care Workers | Hospital Blue | G103HB-108",5.0,3,19.00,Healthcare,Mrs H Johns-Whitburn,5.0,United Kingdom,,Verified Purchase,Excellent,0,2020-01-25
71705,"Garden of Life Raw Probiotics Vaginal Care (Shelf-Stable), 30 vcaps 0658010123341",4.6,3841,33.15,BRILLIANT FOR KEEPING THRUSH AWAY.,SARAH,5.0,United Kingdom,,Verified Purchase,"One tablet a day keeps thrush away, especially good if you taking Antibiotic's long term.",13,2019-12-17
71995,"TePe Oral Health Care, Interdental Brush, Mixed Pack, 8 Pieces",4.6,373,nan,worth it,julie middleton,5.0,United Kingdom,,Verified Purchase,Fine it you have different size gaps between your teeth. Cheaper to buy a big pack of one or two different sizes if you are not going to use all of the different sizes.,0,2020-01-02
72037,"TePe Oral Health Care, Interdental Brush, Mixed Pack, 8 Pieces",4.6,373,nan,Good mixture,Amazon Customer,4.0,United Kingdom,,Verified Purchase,Work quite well but after a couple of use they tend to shape,0,2020-01-23
72042,"TePe Oral Health Care, Interdental Brush, Mixed Pack, 8 Pieces",4.6,373,nan,Good,Amazon Customer,4.0,United Kingdom,,Verified Purchase,Good,0,2020-03-22
72053,"TePe Oral Health Care, Interdental Brush, Mixed Pack, 8 Pieces",4.6,373,nan,Wire in brush is too feeble,tonyrallen,3.0,United Kingdom,,Verified Purchase,"Do the job properly but only for a couple of times for smaller brushes, The wire bends far too easily",0,2020-03-25
72060,"TePe Oral Health Care, Interdental Brush, Mixed Pack, 8 Pieces",4.6,373,nan,"TePe Oral Health Care, Interdental Brush",Peter Eason,5.0,United Kingdom,,Verified Purchase,Handy little tooth brushes,0,2020-04-01
72141,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5549,nan,Difficult to use,AG,1.0,United Kingdom,Colour Name: GreySize Name: English,Verified Purchase,I persevered with this for a couple of months but found it really tricky to use. I couldn’t think of anything to write without being repetitive. I had to look online for positive affirmations after I’d constantly repeated the limited few I could think up myself. I am very grateful for many things in my life but I couldn’t think of enough to keep the diary interesting and repeated the same few things over and over again. Doing a good deed every day is tricky when you work alone most of the time so I had to put down daily jobs such as cooking dinner for me and my husband or walking the dogs. After about two months of repetitive writing I felt that the diary had provided me with absolutely no benefit at all. I prefer taking a walk with my dogs or spending time outdoors in my garden when the weather is good. That had a far better effect on my mind and sense of well-being. This may work for some people but I wouldn’t recommend it to anyone I know because my friends and family are quite similar to me and they wouldn’t know what to write.,6,2020-01-05
72142,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5549,nan,Threw it away after a week,George,1.0,United Kingdom,Colour Name: GreySize Name: English,Verified Purchase,"Really not a fan of the layout/ structure. Large portion of the diary is dedicated to talking about self improvement and is full of inspirational stories etc almost like a novel, this eats into paper which could have been used as actual diary space. I threw this out after a week of trying to use it. If I wanted a novel I'd have bought one. This doesn't fall under the category of diaries  - you'd be as well taking a piece of paper and writing three things you feel grateful for in the morning as that's really the only thing this offers (and you'd save yourself a heap of Money).",4,2020-02-23
72152,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5549,nan,From Mother of Pessimism to Mrs Optimistic!,Mrs. E. Field,5.0,United Kingdom,Colour Name: GreySize Name: English,Verified Purchase,"I bought this to go with a couple of books for my children (the 5 minute diary for the eldest and the 3 minute one for the younger child)... My initial objective was to get them to be grateful for their dinner... even if it's NOT chicken nuggets... be grateful you have food, you have warmth, you have comfort, even if the dinner had REAL chicken in it, as well as mushrooms!!! ... and that seemed to work, we got over that, not entirely of course, but a lesson has been learned (somewhat) in that department...
The unexpected by product of this experience however, is that THIS book grabbed my attention... it's not 'just' a gratitude journal which you write stuff down, it's the preamble, it's the all the information up front - the bit about why you're doing it in the first place...
That's what hooked me...
And then practicing the ritual with my daughters each day.
And at first, it was clutching at the obvious; grateful for food, water, clothes, warmth
But then something started to change, unexpectedly so... I started to dig deeper and feel more positive...
My gratitude now involves; realising my self worth and what I mean to my children, recognising what we have, not what we don't, grateful for opportunities and more meaningful, deeper reflection when it comes to positive affirmations....and one of my good deeds today, was simply 'Acceptance'... and 'Acceptance with grace'...
I love this book.
I have recommended and even bought copies for friends and colleagues...
I am more positive, more energised, more determined and dare I say happier in myself... I didn't even realise I needed changing, my days had been focused on other people and things and work and jobs which needed doing, that I forgot myself along the way. But I'm back now... and it feels great :)",2,2020-02-03
72176,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5549,nan,"This helps you to feel more positive which in turn settles your mind, (and your nervous  tummy)",Jessica,5.0,United Kingdom,Colour Name: Sky BlueSize Name: English,Verified Purchase,"After a difficult period in life I’ve been writing a journal to try and offload some thoughts and feelings. This has helped a lot but often the negative thoughts far outweigh the good.

This diary has already helped me. I’ve used it less than a week but the timing to write.. first thing in the morning and last thing at night give perfect opportunity to start and end the day better.
My old pattern was to remember the sad aspects too much.
I’m the kind of person that recognises things I’m grateful for often but then during a difficult day or hour, it’s all too easy to push my feelings of great fullness to the back of my mind. Therefore the negative thoughts take over.

Do read all the pages before starting to write the diary. They are incredibly helpful to understand why you should write and ideas of what will be helpful to write.

I’m also incredibly interested in psychology and this ticked my box for personal interest too, as well as helping me personally.",1,2020-03-14
72184,"The 6-Minute Diary | Gratitude Journal for Men & Women, Mindfulness Journal | 6 Minutes a Day for more Self Care, Mental Health & Happiness",4.6,5549,nan,The only change that's stuck,Sensible Cat,5.0,United Kingdom,Colour Name: Arizona TurquoiseSize Name: English,Verified Purchase,"I'm a self-help and journalling junkie and I've tried numerous books like this, but this is the only one that's stuck and made lasting changes. It may seem superficial and repetitive at first, but gradually it builds into a really helpful resource that you can dip into for direction and encouragement day by day. I like the format - there's structure but also a lot of space to customise and add your own thoughts. It's beautifully produced, lies flat when you open it, survives being knocked around a bit when you're away from home, and includes two useful bookmarks. Highly recommended.",0,2019-12-09
