,Product,Overall Stars,Number of Reviews,Price,Title of Review,Name,Individual Review,Location,State,Review,Helpful,Date
49131,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Fun twist on a classic game,WorcesterBlue,4.0,United Kingdom,nan,"Monopoly is one of those traditional games that seems to have been around for ever, well at least in my life.  The makers are always looking for ways to freshen it up and in the past we have purchased other variations including themed and credit cards etc but this one is by far the most pleasing. I have read reviews saying that others had difficulties but my experiences were only good. The game reacted well to my Brummie accent and the device made one of the tedious parts of the game a lot more fun. A classic game with a few tweaks but overall a success.",0,2019-12-29
49132,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Speeds Up A Classic Game.,Glenn Cook,4.0,United Kingdom,nan,"Monopoly is a great game, if not the best and most popular board game ever.
BUT it has always been a slow game especially if you had the full 8 players.

The biggest problem has always been the banker who has to work out just who owns what and deal with a fat wad of notes..

The game intodays X Boxes and the like was too slow and a little too complex for players.
Hasbro have succeeded in speeding the game up by restricting the number of players to just four and in replacing the banker with a Voice Banking Electronic system.

Now I found that the game speeded up and the game was much easier to play.
True you do have to take the time to pronounce the words and places correctly for the voice recognition system to understand.

The result is a new take on a well-loved, Family Board Game for Ages 8 and up.

Make sure you have a full set of charged batteries installed.",0,2020-01-06
49133,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Good fun but a few areas for improvment.,James,4.0,United Kingdom,nan,"Negatives:
- Box flimsy- No way of organising cards in box, no elastic or section- Player pieces all same colour - very confusing for players to find their piece- Player pieces fall over, hard to tell what way they are meant to go up- Voice recognition unit only really understands RP/Queen's English. Us Irish had to put on an upper class English accent to be understood. - Voice unit makes frequent mistakes and misunderstands directions
Positives:
- Game is fun- Games are shorter than the classic Monopoly game which drags on for hours- Game is simplified version of the full game
The game is fun, but as an adult, I could see myself getting bored pretty quickly, but the kids enjoyed it.
The game needs to be explained fully to kids and an adult present during play to make sure things go well. Recommended as it is.",0,2019-12-30
49134,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,No need to have given the game a tech upgrade... not very good.,Smallvillenews,3.0,United Kingdom,nan,"My initial thoughts are that if it isn't broken, don't fix it... unfortunately, the creators have obviously tried to give the game a tech upgrade in an age where everything seems to have to revolve around tech. The voice activated banker, is very much like an amazon echo device and is there to deliver game instructions, like tell you what you get on chance and keeping tally of your money. However, there can be some delays and also, you can only have 2-4 players.We much prefer the original monopoly and I don't think we will be playing this version very often at all. It really didn't need the added tech. Even though it did peak my curiosity, we can't say we are that impressed.",0,2019-12-27
49137,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Awful game,Amy violet,1.0,United Kingdom,nan,Looks like would have been loads of fun but the voice command don’t work correctly  we could play the game as could even get the hat to let us add money,2,2019-12-16
49139,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Worst monopoly ever,Drew C,1.0,United Kingdom,nan,"Pish! Takes a fun game of monopoly , removes the fun, and that's about it. Voice control is terrible, whoever designed this should be forced to play it for an indeterminate sentence.",1,2019-12-26
49140,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,classic,🐑 TheLambanana 🍌,5.0,United Kingdom,nan,It's still a great game with a gimmick of voice banking. It's not always 100% accurate but made the game funny for us.,0,2020-02-06
49141,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great fun,avid british reader,5.0,United Kingdom,nan,We are all big fans of Monopoly and this adds a new fun dimension to a classic game and an electronic money version!,0,2020-01-09
49142,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Very enjoyable game,🎄ⒶⒹ🎄,4.0,United Kingdom,nan,It was my first time playing this gameI'm learning how to send really enjoying itIs a cool game adults can play tooIt  makes it special because of the voice banking game,1,2019-12-27
49144,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Load of rubbish,yaaaaaaaaaay,1.0,United Kingdom,nan,This is the worst game I have ever played. The voice recognition is terrible and there doesn't appear to be any way of going back once it has made an error leading to the whole game being ruined. A complete waste of money. Stick to the original instead of this nonsense. It doesn't even have all the original properties or other things. Absolute and utter rubbish.,0,2019-12-28
49145,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Interactive game,vixclix,5.0,United Kingdom,Verified Purchase,A gift for my 9 year old grandson who is monopoly mad and he loves this version,0,2020-01-04
49148,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Great for all the family,r,5.0,United Kingdom,Verified Purchase,Kids love it we love it a lot faster game to play which is great.Once one of you is bankrupt the game is over,0,2020-02-23
49150,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Very pleased,Pengoch,5.0,United Kingdom,Verified Purchase,My grandson was very pleased with this. Item arrived on time and well packed.,0,2020-01-24
49151,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Kinda sexist,WhyLord,3.0,United Kingdom,nan,"Not a bad game, banker is sexist",0,2020-01-09
49153,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Voice recognition,Billy,1.0,United Kingdom,nan,Voice recognition is rubbish.,1,2019-12-25
49157,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Cheat free monopoly,michael smith,5.0,United Kingdom,Verified Purchase,Fantastic,0,2020-01-08
49158,Monopoly Voice Banking Electronic Family Board Game for Ages 8 and up,4.4,2718,nan,Something different,kathleen hall,5.0,United Kingdom,Verified Purchase,My granddaughter loved it.,0,2020-01-12
49168,"Rentokil FE35 Electronic Mouse Trap, Black, 17.1x8.8x5.1 cm",3.7,245,21.99,Pretty robut device and seems to wokr but its a bit to soon,amazon user,5.0,United Kingdom,Verified Purchase,After having coughta few mice in my garage using cheap spring traps I decided tp try to be a bit more humane with this electric instant killer..  Its very easy to use but to date I have not seen or cought a mouse.  I did manage to incinerate a snail but no sign of any mice yet so the spring traps must have cleared the few out but no doubt a new crowd will move in.  The trap is dead easy to use and works great with an indicated which tells you if you have anything in it ( even a dead snail),1,2020-02-20
49193,"Rentokil FE35 Electronic Mouse Trap, Black, 17.1x8.8x5.1 cm",3.7,245,21.99,Wouldn’t recommend. Get a good old fashioned trap.,David,1.0,United Kingdom,Verified Purchase,I have had this in place for a few weeks not one mouse has went inside. Got some old fashioned mice traps and caught 3 in a week but still nothing has entered this trap.,0,2019-12-28
49205,"Rentokil FE35 Electronic Mouse Trap, Black, 17.1x8.8x5.1 cm",3.7,245,21.99,They work.,Jen,5.0,United Kingdom,Verified Purchase,Caught and killed mice so definitely done the job!,0,2020-01-18
49218,"Rentokil FE35 Electronic Mouse Trap, Black, 17.1x8.8x5.1 cm",3.7,245,21.99,Doesn't work,Paula,1.0,United Kingdom,Verified Purchase,"Absolute rubbish, never worked we ended up going to screwfix. Very disappointed.",0,2020-02-20
49274,"Fellowes Powershred 8Mc, 8 Sheet Micro-Cut Personal Paper Shredder with Safety Lock for Home Use, black",4.6,1064,69.99,Pleased with purchase,MRS S E GOMAN,5.0,United Kingdom,Verified Purchase,"Perfect home shredder, good capacity so don’t need to empty very often. Works best with only 1 or maximum of 2 pieces of paper at a time, no more as too thick. Proficient shredding into tiny squares. Gets hot after prolonged shredding and shuts off so have to wait for it to cool down before able to continue. Best used for small quantities of shredding at any one time.",0,2020-01-27
49282,"Fellowes Powershred 8Mc, 8 Sheet Micro-Cut Personal Paper Shredder with Safety Lock for Home Use, black",4.6,1064,69.99,"Love It, beats cross-cut anyday",Ian,5.0,United Kingdom,Verified Purchase,"I had a fellowes cross cut shredder before, but this one is far superior, quieter and the micro cut hardly fills the bin, very secure method of shredding!I'd recommend this shredder to anyone, I won't go back to cross cut after using this!WoW, simply the best!",0,2020-02-10
49290,"Fellowes Powershred 8Mc, 8 Sheet Micro-Cut Personal Paper Shredder with Safety Lock for Home Use, black",4.6,1064,69.99,Good Shredder,LilyBoo,4.0,United Kingdom,Verified Purchase,This shredder takes about three sheets of paper comfortably. I like the way it shreds as everything goes into the finest bits that no one could ever put together again. I had a Fellowes machine before but it was nowhere near as good as this one.,0,2020-03-09
49302,"Fellowes Powershred 8Mc, 8 Sheet Micro-Cut Personal Paper Shredder with Safety Lock for Home Use, black",4.6,1064,69.99,BRILLIANT SHREDDER,no name,5.0,United Kingdom,Verified Purchase,Used to destroy address labels ect nothing else to say but BRILLIANT highly recommended. Great value for money. PS don't forget to buy oil at the same time to get the maximum life from machine.,0,2020-02-21
